rank,title,director,release_date,movie_type,format_type,nation,screens_total,sales_total_krw,audience_total,sales_seoul_krw,audience_seoul,genre,rating,film_class,seoul_ratio,release_year,nation_enc,rating_enc,genre_enc
18188,World War 2: Nazi Invasion,Uwe Boll,2016-04-28,Theatrical Release,Feature,US,1,9000,1,9000.0,1,Action,18+,Commercial,1.0,2016,63,2,0
18189,A landlady who asks for her body instead of rent,Sano B Saku,2021-01-19,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18190,I'll pay the rent with my body.,Kim Hwan,2021-03-23,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,36,2,5
18191,I'll pay the rent with my body. Uncut,Kim Hwan,2021-08-14,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,36,2,5
18192,Monthly salary body tax,Unknown,2021-10-25,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18193,Uncut version of the monthly salary god body tax,Unknown,2022-05-10,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2022,35,2,1
18194,Monthly rent lady,Nejime Jiro,2016-09-10,Theatrical Release,Feature,JP,1,5000,1,0.0,0,Romance,18+,Commercial,0.0,2016,35,2,5
18195,Wake up,Unknown,2022-03-03,Theatrical Release,Feature,US,1,6000,1,0.0,0,Action,15+,Commercial,0.0,2022,63,1,0
18196,Wakefield Project,Unknown,2020-06-08,Theatrical Release,Feature,US,1,1000,1,0.0,0,Other,15+,Commercial,0.0,2020,63,1,4
18197,Wendigo: The Legendary Monster,Unknown,2021-01-25,Theatrical Release,Feature,US,1,1000,1,1000.0,1,Other,15+,Commercial,1.0,2021,63,1,4
18198,Welcome to Sweden,Peter Dahl,2019-10-24,Theatrical Release,Feature,SE,1,1000,1,0.0,0,Comedy,15+,Art film,0.0,2019,56,1,3
18199,Webcam: Sexy housekeeper with lust and squirting,Unknown,2025-01-31,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2025,35,2,1
18200,Above high temperature,Jesse Holland,2017-12-27,Theatrical Release,Feature,US,1,2000,1,2000.0,1,Romance,15+,Commercial,1.0,2017,63,1,5
18201,We Still Still The Old Way,Sasha Bennett,2019-01-29,Theatrical Release,Feature,GB,1,6000,1,0.0,0,Action,15+,Commercial,0.0,2019,22,1,0
18202,We Were Soldiers,Hintjay Peter,2019-08-13,Theatrical Release,Feature,DE,1,2000,1,2000.0,1,Other,15+,Commercial,1.0,2019,15,1,4
18203,Moms in crisis,Lee Jae Hoon,2019-08-05,Theatrical Release,Feature,KR,1,5000,1,0.0,0,Romance,18+,Commercial,0.0,2019,36,2,5
18204,Women in Crisis,Amaenbo Shogun,2017-05-24,Theatrical Release,Feature,JP,1,5000,1,0.0,0,Romance,18+,Commercial,0.0,2017,35,2,5
18205,Great Advance,Zoltan Pulley,2019-05-09,Theatrical Release,Feature,HU,1,1000,1,0.0,0,Romance,12+,Commercial,0.0,2019,26,0,5
18206,With,Park Sung-soo,2017-01-19,Theatrical Release,Feature,KR,1,8000,1,0.0,0,Romance,18+,Commercial,0.0,2017,36,2,5
18207,The upstairs woman in need of comfort,Unknown,2020-03-28,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2020,35,2,1
18208,Comforting Naughty Aunt,Unknown,2024-09-27,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2024,35,2,5
18209,Whisper,Stuart Hendler,2011-02-17,Theatrical Release,Feature,US,1,7000,1,7000.0,1,Other,15+,Commercial,1.0,2011,63,1,4
18210,A large object inserted without hesitation from above and below,Unknown,2024-10-17,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2024,36,2,1
18211,A meaty honey who enjoys being up and down,Himurokku,2023-03-11,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2023,35,2,1
18212,A good daughter-in-law who is up and down,Kogoro Kindaichi,2022-02-04,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2022,35,2,1
18213,New mom shaking up and down,Hiroaki,2022-01-25,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2022,35,2,1
18214,My perfect spanish girlfriend from above,Himurokku,2020-08-31,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2020,35,2,1
18215,Ouija Craft,Aaron Mattis,2020-07-20,Theatrical Release,Feature,US,1,1000,1,0.0,0,Other,15+,Commercial,0.0,2020,63,1,4
18216,Ouija: Resurrection,Israel Luna,2017-05-09,Theatrical Release,Feature,US,1,3000,1,0.0,0,Other,15+,Commercial,0.0,2017,63,1,4
18217,Ouija: The Last Game,Andrea Munyani,2018-10-05,Theatrical Release,Feature,US,1,2000,1,0.0,0,Other,15+,Commercial,0.0,2018,63,1,4
18218,Stomach couple,Itachi,2024-10-04,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2024,36,2,1
18219,Location of House,Andy Mitton,2019-05-02,Theatrical Release,Feature,US,1,5000,1,0.0,0,Other,15+,Commercial,0.0,2019,63,1,4
18220,Dangerous tutoring,Richard Kim,2020-09-11,Theatrical Release,Feature,KR,1,2000,1,2000.0,1,Adult,18+,Commercial,1.0,2020,36,2,1
18221,Dangerous Video: Love Affair with Death,Daigo Udagawa,2018-06-07,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2018,35,2,5
18222,Dangerous Cousin,Kim Tae-hoon,2021-12-10,Theatrical Release,Feature,KR,1,1000,1,0.0,0,Romance,18+,Commercial,0.0,2021,36,2,5
18223,Dangerous Mountain Lodge: The War of the Giants,Kim Tae-hoon,2022-10-21,Theatrical Release,Feature,KR,1,1000,1,0.0,0,Adult,18+,Commercial,0.0,2022,36,2,1
18224,Dangerous live broadcast,Eroping,2021-05-22,Theatrical Release,Feature,KR,1,1000,1,0.0,0,Romance,18+,Commercial,0.0,2021,36,2,5
18225,Risky Sex: Mother-in-law and Sister-in-law,Unknown,2024-04-20,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2024,36,2,5
18226,Dangerous Sex: Ayano's Affair,Tomomatsu Naoyuki,2016-04-18,Theatrical Release,Feature,JP,1,5000,1,5000.0,1,Adult,18+,Commercial,1.0,2016,35,2,1
18227,Dangerous married women,George Fujimoto,2018-11-25,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2018,35,2,5
18228,Dangerous Wives Uncut Edition,George Fujimoto,2019-01-17,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2019,35,2,5
18229,Dangerous Temptation,James Franco,2016-12-28,Theatrical Release,Feature,US,1,5000,1,0.0,0,Romance,18+,Commercial,0.0,2016,63,2,5
18230,Dangerous Addiction Uncut Edition,Choi Yul-kwon-hee,2016-01-13,Theatrical Release,Feature,KR,1,5000,1,0.0,0,Romance,18+,Commercial,0.0,2016,36,2,5
18231,Glamour of dangerous tastes,Unknown,2024-05-16,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2024,36,2,1
18232,Dangerous Partner - Housekeeper,Lee Ga-on,2022-12-30,Theatrical Release,Feature,KR,1,1000,1,0.0,0,Adult,18+,Commercial,0.0,2022,36,2,1
18233,The neighborhood married women who were exceptionally delicious,Unknown,2025-01-08,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2025,36,2,5
18234,The manager took off his uniform,Unknown,2018-01-18,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2018,35,2,1
18235,A female employee taking off her uniform,Kentaro Nakamura,2017-05-25,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2017,35,2,1
18236,A housewife who fell in love with a married man's abs,Unknown,2024-10-11,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2024,36,2,1
18237,Married Man VS Married Woman,Han Ji-yeon,2023-03-01,Theatrical Release,Feature,KR,1,1000,1,0.0,0,Adult,18+,Commercial,0.0,2023,36,2,1
18238,Office of the adultery paradise for married men and women,Unknown,2023-12-26,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2023,36,2,1
18239,A married man's story of raising a beautiful girl,Hey Chiro,2019-10-02,Theatrical Release,Feature,JP,1,1000,1,0.0,0,Romance,18+,Commercial,0.0,2019,35,2,5
18240,"If you're a married man, it's definitely okay. A married woman's affair mate in a newlywed home",Unknown,2024-05-28,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2024,36,2,1
18241,The Housekeeper and the Curious Son,Nakameguro Kouji,2018-05-03,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2018,35,2,5
18242,A married housekeeper's affair,Azuma Jiro,2015-10-14,Theatrical Release,Feature,JP,1,5000,1,0.0,0,Adult,18+,Commercial,0.0,2015,35,2,1
18243,Married woman exchange sex,Juzo,2019-06-04,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2019,35,2,5
18244,Taming a married woman,Genbu,2019-03-27,Theatrical Release,Feature,JP,1,1000,1,0.0,0,Adult,18+,Commercial,0.0,2019,35,2,1
18245,Married Woman Rental: I'll Give You My Wife,Harada Cantona,2020-08-18,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2020,35,2,5
18246,Married women dating site,Yoshikazu Takahara,2016-04-27,Theatrical Release,Feature,JP,1,8000,1,0.0,0,Adult,18+,Commercial,0.0,2016,35,2,1
18247,Taste of a married woman,Isshinta,2019-06-18,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2019,35,2,1
18248,The real situation of married women prostitution,Yutaka Ikeshima,2016-05-02,Theatrical Release,Feature,JP,1,8000,1,0.0,0,Romance,18+,Commercial,0.0,2016,35,2,5
18249,Married Woman Body Wash - It's so delicious I keep looking for it,Nagae,2024-03-06,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2024,35,2,1
18250,The Seduction of a Married Hairdresser,Kato Miki,2018-10-12,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2018,35,2,1
18251,Married woman insurance sales,Hiroki Sakata,2018-08-09,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2018,35,2,1
18252,The beginning of a married woman's insertion,Unknown,2024-11-07,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2024,35,2,5
18253,The Beginning of Married Woman Insertion Uncut Version,Unknown,2025-01-24,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2025,35,2,5
18254,Married Woman Sex Slave Life,Excellent Bashi Sui,2016-08-24,Theatrical Release,Feature,JP,1,8000,1,0.0,0,Adult,18+,Commercial,0.0,2016,35,2,1
18255,Married woman body interviewer,Shinichi Mori,2018-08-02,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2018,35,2,1
18256,Married woman's night out,Choi Seok-won,2017-12-05,Theatrical Release,Feature,KR,1,5000,1,5000.0,1,Other,18+,Commercial,1.0,2017,36,2,4
18257,Married female employee - sexual harassment,Taro Araki,2016-04-20,Theatrical Release,Feature,JP,1,8000,1,0.0,0,Adult,18+,Commercial,0.0,2016,35,2,1
18258,Business trip with a married female boss,Hirokoji Ozaki,2020-01-14,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2020,35,2,1
18259,Married Woman's Juicy Party,hamano sachi,2017-03-01,Theatrical Release,Feature,JP,1,8000,1,0.0,0,Romance,18+,Commercial,0.0,2017,35,2,5
18260,Married Women's Physical Counseling Room,Akabane Kikujiro,2018-11-02,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2018,35,2,1
18261,Oil massage for married women only,Unknown,2024-08-14,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2024,35,2,1
18262,Married Women Only Club,Kawano Goushi,2021-07-22,Theatrical Release,Feature,JP,1,5000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18263,Married woman's love test drive,Shuji Kataoka,2016-03-02,Theatrical Release,Feature,JP,1,8000,1,0.0,0,Adult,18+,Commercial,0.0,2016,35,2,1
18264,Delivery man delivers to married woman's house,Unknown,2020-06-10,Theatrical Release,Feature,JP,1,2000,1,0.0,0,Adult,18+,Commercial,0.0,2020,35,2,1
18265,Married Woman Fan Club Uncut Version,Yoon Jun-se,2020-11-03,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2020,36,2,5
18266,Married Woman Threatened: I Will Tell My Husband,Unknown,2023-03-04,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2023,35,2,1
18267,Men who spy on married women,Bambino Purin,2021-05-07,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18268,Married woman - husband is out,Taro Sugiyama,2016-04-13,Theatrical Release,Feature,JP,1,8000,1,0.0,0,Adult,18+,Commercial,0.0,2016,35,2,1
18269,Married Woman: My Husband Doesn't Know I'm Delicious,Unknown,2025-02-03,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2025,36,2,5
18270,Married Woman: Men Who Are Tastier Than Your Husband,Unknown,2025-01-25,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2025,36,2,5
18271,"Married woman, to the delivery man",Hajime Shimizu,2020-09-08,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2020,35,2,5
18272,Married woman to the man next door,Wakamatsu Shogun,2020-09-05,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2020,35,2,5
18273,Married woman: My husband is on a business trip.,Ayanokouji Ichokusen,2019-06-03,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2019,35,2,5
18274,Married Woman: The Desirable Thing of the Next Door Boy,Nejime Jiro,2017-12-28,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2017,35,2,5
18275,Married Woman: Once is not enough,Akabane Kikujiro,2021-08-31,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18276,Married Women: Husband Change Uncut,Kim Jin Woo,2020-04-23,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2020,36,2,5
18277,Married Women: The Taste of Swapping,Kim Hwan,2021-09-30,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,36,2,5
18278,Married Women: The Taste of Swapping Uncut,Kim Hwan,2022-01-19,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2022,36,2,1
18279,Married Women (Uncut),Kyung Seok-ho,2016-02-17,Theatrical Release,Feature,KR,1,9000,1,9000.0,1,Romance,18+,Commercial,1.0,2016,36,2,5
18280,Married Women: The Day It Happened,Sano B Saku,2019-07-08,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2019,35,2,5
18281,Married Women: Big Game Hunt,Kogoro Kindaichi,2020-08-26,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2020,35,2,5
18282,Married Women: Moaning After Rebellion,Takami Nagae,2018-12-20,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2018,35,2,5
18283,Married Women: Sex Scandals,Harada Cantona,2021-03-16,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18284,Married Women: Creating a Sect,Nabe,2021-12-22,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18285,Married women: I like a man who is good at what he does,Takami Nagae,2017-06-30,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2017,35,2,5
18286,Married Women: Pleasure Swapping,Shigeo Katsuyama,2016-02-06,Theatrical Release,Feature,JP,1,10000,1,10000.0,1,Romance,18+,Commercial,1.0,2016,35,2,5
18287,The Taste of Married Women Uncut Version,Harmful species,2018-11-13,Theatrical Release,Feature,KR,1,5000,1,0.0,0,Romance,18+,Commercial,0.0,2018,36,2,5
18288,Bad Hands Preying on Married Women,Kogoro Kindaichi,2021-04-02,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18289,The man next door who treats married women,Unknown,2019-11-06,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2019,35,2,1
18290,The married woman and the pillar of fire,Tei Jaga,2016-11-03,Theatrical Release,Feature,JP,1,8000,1,0.0,0,Adult,18+,Commercial,0.0,2016,35,2,1
18291,The Married Woman and the Underwear Thief,Amaenbo Shogun,2019-06-03,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2019,35,2,5
18292,The Awakening of a Married Woman - Shame,Shuji Kataoka,2016-04-06,Theatrical Release,Feature,JP,1,8000,1,0.0,0,Adult,18+,Commercial,0.0,2016,35,2,1
18293,Nude part-time job for married women,Nakameguro Kouji,2017-10-20,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2017,35,2,1
18294,The taste of a married woman,Kazuo Uchiyama,2024-03-05,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2024,35,2,1
18295,A married woman's confession of infidelity,Takami Nagae,2018-02-21,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2018,35,2,5
18296,Secret aphrodisiac for married women,Dragon Nishikawa,2018-06-14,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2018,35,2,1
18297,The Secret Circumstances of a Married Woman,Hiroharu Osaki,2023-08-25,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2023,35,2,5
18298,The Secret Circumstances of a Married Woman Uncut Version,Hiroharu Osaki,2024-01-10,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2024,35,2,5
18299,The Uncut Version of A Married Woman's Breeding,Genzo Nagira,2021-11-29,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18300,A married woman's diary,Night owl,2022-06-03,Theatrical Release,Feature,KR,1,5000,1,0.0,0,Adult,18+,Commercial,0.0,2022,36,2,1
18301,The inner desires of a married woman,Hiroharu Osaki,2023-08-25,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2023,35,2,5
18302,The Uncut Version of A Married Woman's Desire,Hiroharu Osaki,2024-01-10,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2024,35,2,5
18303,A virgin man who is horny for a married woman's lust,Unknown,2022-12-28,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2022,35,2,1
18304,A Married Woman's Dangerous Part-Time Job - The Man Upstairs,Kindaichi Kogoro,2016-12-07,Theatrical Release,Feature,JP,1,8000,1,0.0,0,Adult,18+,Commercial,0.0,2016,35,2,1
18305,A married woman's physical settlement,Long Ryuji,2017-08-03,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2017,35,2,1
18306,A married woman's dirty talk - true story,Kunihiro Hasegawa,2015-11-11,Theatrical Release,Feature,JP,1,5000,1,0.0,0,Adult,18+,Commercial,0.0,2015,35,2,1
18307,Let's see the wet body of a married woman,Unknown,2020-05-02,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2020,35,2,1
18308,The unbearable lust of a married woman,Sano B Saku,2019-01-25,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2019,35,2,5
18309,A married woman's bursting sexual desire,Sleep,2024-06-21,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2024,35,2,5
18310,A married woman's explosive sexual desire uncut version,Sleep,2024-12-31,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2024,35,2,5
18311,The Secret Seduction of a Married Woman,Sano B Saku,2021-11-25,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18312,The white flesh of a married woman,Kazuto Kubodera,2016-08-03,Theatrical Release,Feature,JP,1,8000,1,0.0,0,Adult,18+,Commercial,0.0,2016,35,2,1
18313,Between a married woman's thighs,Kuninori Yamazaki,2016-03-02,Theatrical Release,Feature,JP,1,8000,1,0.0,0,Romance,18+,Commercial,0.0,2016,35,2,5
18314,Similarity Bar,Kawasaki Gunji,2018-02-08,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2018,35,2,1
18315,your move,Luke Goss,2017-12-14,Theatrical Release,Feature,US,1,5000,1,0.0,0,Action,15+,Commercial,0.0,2017,63,1,0
18316,UFO: Invasion of Earth,Conrad Paray,2019-03-28,Theatrical Release,Feature,US,1,5000,1,0.0,0,Action,12+,Commercial,0.0,2019,63,0,0
18317,The identity of the leaked beauty shop,Yuka Kojima,2017-06-15,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2017,35,2,1
18318,Massage a married woman who took off her yukata,Kato Masaki,2019-07-05,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2019,35,2,5
18319,Temptation: My Wife's Secret,Hideo Jojo,2017-05-15,Theatrical Release,Feature,JP,1,5000,1,0.0,0,Other,18+,Commercial,0.0,2017,35,2,4
18320,Temptation: The Guest's Wife,Tomioka Tadafumi,2017-11-17,Theatrical Release,Feature,JP,1,5000,1,0.0,0,Other,18+,Commercial,0.0,2017,35,2,4
18321,Seduction: When a woman wants to do it,Unknown,2024-12-20,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2024,36,2,5
18322,Temptation: Friend's Mom,Choi Chan-ho,2020-08-10,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2020,36,2,5
18323,Seduced Wife - Dul-dae,Sasuga Sasuke,2016-02-03,Theatrical Release,Feature,JP,1,8000,1,0.0,0,Romance,18+,Commercial,0.0,2016,35,2,5
18324,The tempted yoga class,Takasaka Nakushi,2018-03-01,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2018,35,2,1
18325,Temptation into the storm,Shinji Imaoka,2016-12-22,Theatrical Release,Feature,JP,1,8000,1,0.0,0,Adult,18+,Commercial,0.0,2016,35,2,1
18326,The trap of temptation,immigrant,2017-06-19,Theatrical Release,Feature,KR,1,2000,1,2000.0,1,Romance,18+,Commercial,1.0,2017,36,2,5
18327,Temptation Trap Uncut Special Edition,immigrant,2017-08-06,Theatrical Release,Feature,KR,1,3000,1,0.0,0,Romance,18+,Commercial,0.0,2017,36,2,5
18328,The limits of temptation,Damien Romay,2022-01-25,Theatrical Release,Feature,US,1,1000,1,0.0,0,Action,15+,Commercial,0.0,2022,63,1,0
18329,Seductive young stepmother,Birdman Teppei,2020-07-04,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2020,35,2,5
18330,The lewd crotch of a tempting female boss,Unknown,2023-11-28,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2023,35,2,1
18331,"The Seductive Sisters-in-Law: It's Okay, It's a Safe Day",viva gonzo,2023-10-19,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2023,35,2,5
