rank,title,director,release_date,movie_type,format_type,nation,screens_total,sales_total_krw,audience_total,sales_seoul_krw,audience_seoul,genre,rating,film_class
19817,Social gathering pervert tour,Unknown,2018-01-11,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19818,Kind daughter-in-law,Kim Yi-seul,2019-06-27,Theatrical Release,Feature,KR,1,6000,1,0,0,Romance,18+,Commercial
19819,Kind sister-in-law,Birdman Teppei,2023-03-23,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19820,Kind Sister-in-Law Uncut Version,Birdman Teppei,2023-07-26,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19821,Friendly boarding house,Shimamura Yukihiko,2016-09-09,Theatrical Release,Feature,JP,1,5000,1,0,0,Romance,18+,Commercial
19822,cousin sister,Choi Seong-eun,2020-07-01,Theatrical Release,Feature,KR,1,5000,1,0,0,Other,18+,Commercial
19823,cousin sister,Choi Seong-eun,2020-07-01,Theatrical Release,Feature,KR,1,5000,1,0,0,Other,18+,Commercial
19824,Cousin Sister - Uncut,Choi Seong-eun,2020-10-05,Theatrical Release,Feature,KR,1,6000,1,0,0,Other,18+,Commercial
19825,Fireworks with my married relative,Daichi Minama,2019-08-05,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19826,My cousin and aunt,Yukio Kojima,2018-06-01,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19827,Uncut cousin,Choi Seong-eun,2020-09-02,Theatrical Release,Feature,KR,1,1000,1,0,0,Other,18+,Commercial
19828,cousin 2,Choi Seong-eun,2020-09-14,Theatrical Release,Feature,KR,1,1000,1,0,0,Other,18+,Commercial
19829,Dating a cousin,Kato Mikio,2018-09-01,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19830,Confirming rumors about a married woman relative,Unknown,2020-04-03,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19831,Auntie who leads me to the bed,Unknown,2024-11-02,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19832,The Silent Stranger,Unknown,2020-09-03,Theatrical Release,Feature,RU,1,1000,1,0,0,Thriller,18+,Commercial
19833,Kana's pet boy: Juicing a spirit chicken found on the street,Shinya Abe,2023-12-08,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19834,Karen - Finding True Love,Unknown,2025-01-17,Theatrical Release,Feature,JP,1,1000,1,0,0,Romance,18+,Commercial
19835,Karen's erotic novel,Yamaguchi Dai,2022-01-14,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19836,Carmina and Amen,Paco Leon,2016-10-27,Theatrical Release,Feature,ES,1,6000,1,0,0,Comedy,15+,Commercial
19837,Cartel 2045,Unknown,2019-10-17,Theatrical Release,Feature,US,1,2000,1,2000,1,Action,15+,Commercial
19838,Charisma Murder,"Andy Collier, Sorry Tour",2019-05-09,Theatrical Release,Feature,GB,1,1000,1,1000,1,Horror,15+,Commercial
19839,Kamasutra Garden,Unknown,2019-12-12,Theatrical Release,Feature,US,1,1000,1,0,0,Crime,18+,Commercial
19840,Cameraman and model,Hirokoji Ozaki,2017-05-24,Theatrical Release,Feature,JP,1,6000,1,0,0,Drama,18+,Commercial
19841,Countdown,Natawut Punpriya,2015-12-03,Theatrical Release,Feature,TH,1,7000,1,7000,1,Horror,18+,Commercial
19842,Countdown,John Stockwell,2016-11-22,Theatrical Release,Feature,US,1,3000,1,0,0,Action,18+,Commercial
19843,Countdown: Shockwave,Nick Lion,2018-12-19,Theatrical Release,Feature,US,1,1000,1,0,0,Action,15+,Commercial
19844,Kato Tsubaki's Sympathy Hunt,Taro Takoyaki,2021-11-25,Theatrical Release,Feature,JP,1,6000,1,0,0,Romance,18+,Commercial
19845,Kato Tsubaki's Sympathy Journey,Hiroaki,2021-11-24,Theatrical Release,Feature,JP,1,6000,1,0,0,Romance,18+,Commercial
19846,Love affair with a cafe worker,Uchida Shungiku,2015-09-16,Theatrical Release,Feature,JP,1,5000,1,0,0,Adult film,18+,Commercial
19847,Cafe Lady's Delivery Sex - Uncut,Cheon Seong-jun,2023-09-22,Theatrical Release,Feature,KR,1,1000,1,0,0,Adult film,18+,Commercial
19848,Cafe owner's delivery sex,Cheon Seong-jun,2023-03-24,Theatrical Release,Feature,KR,1,1000,1,0,0,Adult film,18+,Commercial
19849,Kali the Killer,John Matthews,2018-05-16,Theatrical Release,Feature,US,1,6000,1,0,0,Crime,18+,Commercial
19850,The purpose of a caddy,Lee Jeong-seok,2021-12-24,Theatrical Release,Feature,KR,1,1000,1,0,0,Romance,18+,Commercial
19851,Caddy's Purpose - Uncut,Lee Jeong-seok,2022-04-02,Theatrical Release,Feature,KR,1,1000,1,0,0,Adult film,18+,Commercial
19852,Cabin of the Conjuring,Unknown,2019-10-24,Theatrical Release,Feature,US,1,1000,1,0,0,Horror,15+,Commercial
19853,The president's wife and the managing director who live in the castle,Unknown,2019-11-08,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19854,Candy Location,Unknown,2021-02-08,Theatrical Release,Feature,US,1,1000,1,0,0,Horror,18+,Commercial
19855,Campus Love Story - Burning First Experience,Kanbara Ikuto,2019-11-28,Theatrical Release,Feature,JP,1,6000,1,0,0,Romance,18+,Commercial
19856,Campus Attack Christie's Determination,Oliver Blackburn,2015-08-05,Theatrical Release,Feature,US,1,5000,1,5000,1,Thriller,15+,Commercial
19857,Campus Obama War,Justin Simien,2016-01-12,Theatrical Release,Feature,US,1,5000,1,0,0,Comedy,15+,Commercial
19858,camping,Kim Joo-man,2016-09-01,Theatrical Release,Feature,KR,1,5000,1,0,0,Thriller,18+,Commercial
19859,Purpose of camping,Unknown,2024-04-13,Theatrical Release,Feature,KR,1,6000,1,0,0,Romance,18+,Commercial
19860,Purpose of Camping: Swapping,Unknown,2025-02-03,Theatrical Release,Feature,KR,1,6000,1,0,0,Adult film,18+,Commercial
19861,Campground pervert hostess,Han Dong Yeon,2022-12-22,Theatrical Release,Feature,KR,1,6000,1,0,0,Adult film,18+,Commercial
19862,Camping Village Wife,Choi Jeong-ja,2020-12-17,Theatrical Release,Feature,KR,1,6000,1,0,0,Adult film,18+,Commercial
19863,Capturing Daddy,Nakano Ryota,2016-10-26,Theatrical Release,Feature,JP,1,6000,1,0,0,Drama,12+,Art film
19864,Coming out my girl's girl,Itachi,2023-04-14,Theatrical Release,Feature,KR,1,6000,1,0,0,Adult film,18+,Commercial
19865,Sister-in-law who likes to grow,Sakurabito,2024-03-08,Theatrical Release,Feature,JP,1,6000,1,0,0,Romance,18+,Commercial
19866,Couple Exchange: Because my girlfriend wanted it,Captain Han,2021-03-16,Theatrical Release,Feature,KR,1,6000,1,0,0,Romance,18+,Commercial
19867,Couple Swap: Uncut because my girlfriend wanted it,Captain Han,2021-12-28,Theatrical Release,Feature,KR,1,6000,1,0,0,Romance,18+,Commercial
19868,Couple exchange sex,Captain Han,2020-11-10,Theatrical Release,Feature,KR,1,6000,1,0,0,Romance,18+,Commercial
19869,Couple exchange sex uncut,Captain Han,2021-05-27,Theatrical Release,Feature,KR,1,6000,1,0,0,Romance,18+,Commercial
19870,Couple's World,Yeon Joo-yoon,2021-03-15,Theatrical Release,Feature,KR,1,1000,1,0,0,Adult film,18+,Commercial
19871,Couples Only Boarding House,Lee Dae-gil,2021-04-07,Theatrical Release,Feature,KR,1,6000,1,0,0,Adult film,18+,Commercial
19872,Conduct,Unknown,2019-08-13,Theatrical Release,Feature,RU,1,2000,1,0,0,Horror,15+,Commercial
19873,Conjuring Ghost,Unknown,2018-08-19,Theatrical Release,Feature,GB,1,1000,1,1000,1,Horror,18+,Commercial
19874,The Conjuring Witch's Doll,Lawrence Fowler,2018-08-16,Theatrical Release,Feature,GB,1,5000,1,0,0,Horror,15+,Commercial
19875,The Conjuring of Ghosthunters,Peary Reginald Theo,2018-09-09,Theatrical Release,Feature,US,1,1000,1,1000,1,Horror,15+,Commercial
19876,Conjuring House,Mickey McGregor,2019-07-01,Theatrical Release,Feature,US,1,5000,1,0,0,Horror,15+,Commercial
19877,Contracted 2,Josh Forbes,2015-12-23,Theatrical Release,Feature,US,1,8000,1,0,0,Horror,18+,Commercial
19878,Control group,Unknown,2019-12-09,Theatrical Release,Feature,US,1,1000,1,0,0,Horror,18+,Commercial
19879,Color of Life,Sammy Pavel,2016-11-03,Theatrical Release,Feature,Other,1,4000,1,4000,1,Drama,18+,Commercial
19880,Cult Girl,Unknown,2020-06-02,Theatrical Release,Feature,US,1,6000,1,0,0,Horror,18+,Commercial
19881,Come together,Unknown,2017-05-18,Theatrical Release,Feature,US,1,3000,1,0,0,Comedy,18+,Commercial
19882,Let's have catwoman sex,Kaoru,2023-05-12,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19883,Code of Honor,Michael Winnick,2016-10-12,Theatrical Release,Feature,US,1,5000,1,0,0,Action,18+,Commercial
19884,Commando: Last Action Hero,Matt Poitras,2017-08-24,Theatrical Release,Feature,US,1,6000,1,0,0,Action,15+,Commercial
19885,Underneath Kobayakawa Reiko's ripe panties,Takuma Shin,2023-06-09,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19886,Coven,Unknown,2020-12-10,Theatrical Release,Feature,US,1,1000,1,0,0,Horror,15+,Commercial
19887,Cosplay Their Submissive Sex,Unknown,2021-05-04,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19888,Core Impact: Planetary Collision,Christopher Ray,2016-11-11,Theatrical Release,Feature,US,1,4000,1,0,0,Action,12+,Commercial
19889,Contact: Last Day on Earth,Kiyorogi Polpy,2019-10-16,Theatrical Release,Feature,CA,1,5000,1,0,0,Sci-Fi,18+,Commercial
19890,Conflict: Dirty Deal,Kenichi Fujiwara,2021-03-31,Theatrical Release,Feature,JP,1,6000,1,0,0,Action,18+,Commercial
19891,Conflict: Yakuza Discipline,Tomomatsu Naoyuki,2017-10-31,Theatrical Release,Feature,JP,1,6000,1,0,0,Action,18+,Commercial
19892,Call me king,R.L. Scott,2016-08-18,Theatrical Release,Feature,US,1,5000,1,5000,1,Action,18+,Commercial
19893,Colonial,Unknown,2024-02-29,Theatrical Release,Feature,US,1,1000,1,0,0,Sci-Fi,12+,Commercial
19894,Bean Flour Family,True Ryuji,2020-10-21,Theatrical Release,Feature,JP,1,6000,1,0,0,Romance,18+,Commercial
19895,The End of the Bean Flour Mother and Daughter,Izumi Ryuji,2021-02-10,Theatrical Release,Feature,JP,1,1000,1,0,0,Drama,18+,Commercial
19896,Pleasure Tutor,Unknown,2022-12-22,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19897,Pleasure erotic practice,Watanabe Mototsugu,2016-05-02,Theatrical Release,Feature,JP,1,8000,1,0,0,Romance,18+,Commercial
19898,New mom soaking wet with pleasure,Unknown,2024-05-16,Theatrical Release,Feature,JP,1,6000,1,0,0,Romance,18+,Commercial
19899,The new mother soaking in pleasure uncut version,Unknown,2024-06-21,Theatrical Release,Feature,JP,1,6000,1,0,0,Romance,18+,Commercial
19900,Pleasure-Deprived Married Woman Uncut Version,Asagiri Kiyoshi,2024-02-02,Theatrical Release,Feature,JP,1,6000,1,0,0,Romance,18+,Commercial
19901,Daughter-in-law who found pleasure,Sakurabito,2023-03-23,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19902,Daughter-in-law who found pleasure uncut version,Sakurabito,2023-06-29,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19903,Pleasure: The Dude Who Wet Me Uncut,Genzo Nagira,2022-01-17,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19904,Pleasure Massage: Hand Skills of Strange Men,Vincent Gyaru,2021-01-08,Theatrical Release,Feature,JP,1,6000,1,0,0,Romance,18+,Commercial
19905,Pleasure Train - Flashy Fingers,Kazuto Kubodera,2016-07-06,Theatrical Release,Feature,JP,1,8000,1,0,0,Adult film,18+,Commercial
19906,The new mother who taught me pleasure,Saru,2019-05-06,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19907,Office Wife of Pleasure,Shinjuku Josenpai,2023-05-02,Theatrical Release,Feature,KR,1,6000,1,0,0,Adult film,18+,Commercial
19908,Pleasure Zone 3,National Committee,2015-07-24,Theatrical Release,Feature,CN,1,5000,1,0,0,Romance,18+,Commercial
19909,Pleasure time,Genzo Nagira,2022-06-20,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19910,Pleasure Time Uncut Version,Genzo Nagira,2022-07-27,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19911,Summer of Kuchi,Jangchochi,2015-12-31,Theatrical Release,Feature,TW,1,7000,1,7000,1,Drama,All Ages,Commercial
19912,Cutis,"Jonathan Milott, Carrie Mulnion",2017-12-27,Theatrical Release,Feature,US,1,5000,1,0,0,Horror,18+,Commercial
19913,It's okay because it's cool,Max Meyer,2016-07-14,Theatrical Release,Feature,US,1,3000,1,0,0,Drama,18+,Commercial
19914,Cool Daughter-in-Law,Akabane Kikujiro,2021-08-27,Theatrical Release,Feature,JP,1,6000,1,0,0,Romance,18+,Commercial
19915,Cool Daughter-in-Law: You keep crossing the line,Sakurabito,2022-08-19,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19916,Cool new mom: And again and again,True Ryuji,2020-08-25,Theatrical Release,Feature,JP,1,6000,1,0,0,Romance,18+,Commercial
19917,Cool Married Woman: Speak with Your Body,Harada Cantona,2020-12-03,Theatrical Release,Feature,JP,1,6000,1,0,0,Romance,18+,Commercial
19918,Cool Sister-in-law: Do you want to have fun together?,Birdman Teppei,2021-08-18,Theatrical Release,Feature,JP,1,6000,1,0,0,Romance,18+,Commercial
19919,Kung Fu Warrior,Gordon Waddell,2019-03-26,Theatrical Release,Feature,AU,1,1000,1,0,0,Action,15+,Art film
19920,Kung Fu Fighter,Johnny Wu,2019-07-01,Theatrical Release,Feature,US,1,5000,1,0,0,Action,15+,Commercial
19921,Queen of Hearts,Unknown,2019-10-10,Theatrical Release,Feature,DK,1,1000,1,0,0,Drama,18+,Commercial
19922,Queen Crab,Brett Piper,2018-01-23,Theatrical Release,Feature,US,1,3000,1,0,0,Sci-Fi,15+,Commercial
19923,A Very Satisfied Wife Uncut Version,Genzo Nagira,2022-01-17,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19924,Iri who stands tall and well,Toripi,2024-07-16,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19925,A new mother who has built a big and well-made house,Tsuji Koji,2024-03-04,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19926,Cryo,Unknown,2022-09-02,Theatrical Release,Feature,US,1,1000,1,0,0,Sci-Fi,15+,Commercial
19927,Crazy,Rick Beaver,2017-01-19,Theatrical Release,Feature,US,1,5000,1,0,0,Drama,18+,Commercial
19928,Crazy Lake,Unknown,2017-07-20,Theatrical Release,Feature,US,1,2000,1,2000,1,Horror,18+,Commercial
19929,Crazy bug,Parker Doris,2019-05-02,Theatrical Release,Feature,US,1,1000,1,1000,1,Drama,15+,Commercial
19930,Crow Rising,Louisa Warren,2019-05-23,Theatrical Release,Feature,GB,1,1000,1,1000,1,Horror,15+,Commercial
19931,Chromeskull: Raid to Rest 2,Robert Hall,2015-12-03,Theatrical Release,Feature,US,1,5000,1,0,0,Horror,18+,Commercial
19932,Criminal Chase,Brian A Miller,2018-12-04,Theatrical Release,Feature,US,1,1000,1,0,0,Action,15+,Commercial
19933,Criminal: Hatton Garden,James Marsh,2019-11-21,Theatrical Release,Feature,GB,1,1000,1,0,0,Crime,15+,Art film
19934,The absurd nightmare of Christmas,Ryan Nelson,2018-12-06,Theatrical Release,Feature,US,1,5000,1,0,0,Horror,18+,Commercial
19935,Creature in the Dark,Unknown,2022-04-01,Theatrical Release,Feature,US,1,6000,1,0,0,Horror,12+,Commercial
19936,Creature Below,Stuart Spark,2017-05-11,Theatrical Release,Feature,GB,1,8000,1,0,0,Horror,18+,Commercial
19937,A single woman with big breasts,Unknown,2025-02-28,Theatrical Release,Feature,KR,1,6000,1,0,0,Adult film,18+,Commercial
19938,Sleepless nights over big stuff,Dragon Nishikawa,2023-02-10,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19939,Mother-in-law who loves her eldest son-in-law,Unknown,2025-01-21,Theatrical Release,Feature,KR,1,6000,1,0,0,Adult film,18+,Commercial
19940,New mom who likes big things,Beneficial,2022-08-04,Theatrical Release,Feature,KR,1,1000,1,0,0,Adult film,18+,Commercial
19941,Big guy's pillar of fire,Kim Young-min,2018-05-17,Theatrical Release,Feature,KR,1,2000,1,2000,1,Drama,18+,Commercial
19942,Clarity,Pave Raz,2016-02-24,Theatrical Release,Feature,US,1,5000,1,0,0,Drama,15+,Commercial
19943,Clown stone,Scott Jeffrey,2020-12-23,Theatrical Release,Feature,US,1,6000,1,0,0,Horror,18+,Commercial
19944,Club girl sex diet,Park Eun-seok,2019-09-13,Theatrical Release,Feature,KR,1,1000,1,0,0,Drama,18+,Commercial
19945,Close range,Isaac Florentine,2015-11-19,Theatrical Release,Feature,US,1,5000,1,0,0,Action,18+,Commercial
19946,Cleaning Lady,John Knotts,2021-07-08,Theatrical Release,Feature,US,1,1000,1,0,0,Horror,18+,Commercial
19947,Female employee who is embarrassed to even kiss,Hiroaki,2019-07-16,Theatrical Release,Feature,JP,1,6000,1,0,0,Adult film,18+,Commercial
19948,Those who leave with just a kiss,Unknown,2025-01-14,Theatrical Release,Feature,JP,1,6000,1,0,0,Romance,18+,Commercial
19949,Kissing Tsubasa-chan - Cute friend's son,Ryuji Nishida,2022-11-25,Theatrical Release,Feature,JP,1,1000,1,0,0,Adult film,18+,Commercial
19950,Kill list,Ben Wheatley,2015-11-12,Theatrical Release,Feature,GB,1,5000,1,0,0,Crime,18+,Commercial
19951,Kill zone,Todd Batu,2018-11-04,Theatrical Release,Feature,US,1,2000,1,2000,1,Action,18+,Commercial
19952,Kill Kane,Adam Stephen Kelly,2016-12-08,Theatrical Release,Feature,GB,1,3000,1,0,0,Action,18+,Commercial
19953,killer donuts,Scott Wheeler,2018-04-05,Theatrical Release,Feature,US,1,1000,1,0,0,Horror,18+,Commercial
19954,Killer Hyde,Dallas Burgess,2022-01-06,Theatrical Release,Feature,US,1,5000,1,0,0,Action,15+,Commercial
19955,Killing in the movie,Michael Walker,2018-07-04,Theatrical Release,Feature,US,1,5000,1,0,0,Action,18+,Commercial
19956,King Danilo,Taras Kaymich,2019-06-08,Theatrical Release,Feature,UA,1,1000,1,0,0,War,15+,Commercial
19957,King Arthur: Knights of the Round Table,Jared Cohn,2018-11-04,Theatrical Release,Feature,US,1,1000,1,1000,1,Action,15+,Commercial
19958,King: The Lost World,Lee Scott,2017-05-17,Theatrical Release,Feature,US,1,3000,1,0,0,Action,15+,Commercial
19959,Kingdom of Gladiators,Stefano Mila,2017-04-25,Theatrical Release,Feature,US,1,3000,1,0,0,Action,15+,Commercial
19960,Kingdom: American Zombie,John A. Russo,2020-04-20,Theatrical Release,Feature,US,1,2000,1,0,0,Comedy,15+,Commercial
19961,The Falling Lady Boss,Tei Jaga,2016-04-06,Theatrical Release,Feature,JP,1,8000,1,0,0,Adult film,18+,Commercial
19962,The Fallen Wife - Full of excitement,Tei Jaga,2016-05-04,Theatrical Release,Feature,JP,1,8000,1,0,0,Adult film,18+,Commercial
19963,The Temptation of a Fallen Married Woman,Sleep,2023-08-25,Theatrical Release,Feature,JP,1,6000,1,0,0,Romance,18+,Commercial
19964,The Temptation of a Fallen Married Woman Uncut Version,Sleep,2024-01-10,Theatrical Release,Feature,JP,1,6000,1,0,0,Romance,18+,Commercial
19965,Taboo: Wrong Relationship,Captain Han,2022-02-12,Theatrical Release,Feature,KR,1,6000,1,0,0,Adult film,18+,Commercial
19966,Taboo: Wrong Relationship Uncut,Captain Han,2022-06-20,Theatrical Release,Feature,KR,1,6000,1,0,0,Adult film,18+,Commercial
19967,"Taboo: Sister-in-law, daughter-in-law and",Unknown,2025-04-04,Theatrical Release,Feature,KR,1,6000,1,0,0,Romance,18+,Commercial
19968,Taboo-Seanuna Uncut,dew,2016-09-12,Theatrical Release,Feature,KR,1,5000,1,0,0,Romance,18+,Commercial
19969,Taboo: Adultery,Kuroaka Ginzo,2019-11-28,Theatrical Release,Feature,JP,1,6000,1,0,0,Romance,18+,Commercial
19970,Tiger Raid,Simon Dixon,2017-06-02,Theatrical Release,Feature,GB,1,3000,1,0,0,Drama,15+,Art film
19971,Thailand,Takeshi Nakashima,2021-03-16,Theatrical Release,Feature,JP,1,6000,1,0,0,Action,18+,Commercial
19972,Time Changer,Rich Christiano,2016-12-29,Theatrical Release,Feature,US,1,3000,1,0,0,Sci-Fi,12+,Commercial
19973,The purpose of Tazza,Kim Kyung-hoon,2018-05-15,Theatrical Release,Feature,KR,1,6000,1,0,0,Unknown,18+,Commercial
19974,Takeo's concubine,Unknown,2025-01-24,Theatrical Release,Feature,JP,1,1000,1,0,0,Romance,18+,Commercial
19975,Tattooist,"Devon Downs, Kenny Gage",2016-07-21,Theatrical Release,Feature,US,1,3000,1,0,0,Horror,18+,Commercial
19976,Jailbreak Love Story,Unknown,2024-06-14,Theatrical Release,Feature,KR,1,6000,1,0,0,Adult film,18+,Commercial
19977,Prison Break: Sex Pen Pals,Unknown,2024-09-27,Theatrical Release,Feature,KR,1,1000,1,0,0,Adult film,18+,Commercial
19978,Prison Break: Threesome with Female Prisoners,Unknown,2024-09-13,Theatrical Release,Feature,KR,1,6000,1,0,0,Adult film,18+,Commercial
19979,Prison Break: A Female Prisoner Who Works Two Jobs,Unknown,2024-09-04,Theatrical Release,Feature,KR,1,6000,1,0,0,Adult film,18+,Commercial
19980,Wife of a Desirable Subordinate - Spread the Words for Her Husband,Nagae,2024-01-31,Theatrical Release,Feature,JP,1,6000,1,0,0,Romance,18+,Commercial
